layer	n_heads	n_with_qk	n_with_ov	top_qk_query	top_qk_key	top_ov_reads	top_ov_writes
13	13	13	10	printf(9) | _color(8) |  Bor(6) | 成分(6) |  scam(4)	, (7) | .Http(2) | /wiki(1) | 其中包括(1) | \\rho(1)	jx(1) | jh(1) | 代入(1) | vw(1) |  о(1)	切片(10) | 穿刺(10) |  Dial(9) | 改变的(9) | alal(8)
14	22	22	10	�(15) | 房地产(13) | 私人(12) | -disable(9) | の人(9)	/+(6) |  arbitration(5) | , (4) | AAA(4) |  native(4)	/+(2) |  @@(1) | 叫作(1) | :n(1) |  Diss(1)	匀(5) | 组织形式(5) | essen(5) | ayat(5) | 基建(4)
15	10	10	10	 Ziel(6) | _is(5) |  heap(4) | 列举(4) | isto(4)	, (10) |  Adobe(1) | ַ(1) | 相对(1) | 些(1)	, (11) | QB(1) | QM(1) | 供货(1) | mag(1)	中线(10) | 简明(9) |  mitt(9) | 交流和(6) | 潮(6)
16	11	11	10	thread(10) | WE(9) | 行星(9) | +,(7) | 机床(5)	, (3) | 72(1) | 78(1) | 71(1) | 654(1)	�(3) | 625(2) |  Solar(1) | 邵(1) | 薛(1)	辅助(9) | obin(8) | uus(7) | rino(6) |  Dial(4)
17	10	10	10	, (10) |  Alm(6) | 330(6) | Arm(6) | 875(4)	�(2) | 贯彻落实(2) | cx(1) |  CAR(1) | 扭(1)	, (15) | oko(1) | 存款(1) | 597(1) |  Randy(1)	su(10) | angles(8) | 辅助(7) | oed(7) | 节的(6)
18	11	11	10	 Shell(10) | _first(7) | 小麦(6) | -disable(6) |  SAY(6)	, (3) |  advanced(1) |  numpy(1) |  championship(1) | Theorem(1)	, (6) |  soldiers(1) |                              (1) | _PATH(1) | 已有(1)	 simplification(10) | 电解质(10) |  electrolytes(9) |  branched(7) | fish(7)
19	10	10	10	, (29) |  $\\', (10) | Zo(9) | 你是(2)	, (9) | -making(3) |  honour(2) | 市场营销(1) |  journal(1)	 significant(1) |  involves(1) | 代的(1) |  Develop(1) |  involve(1)	, (10) |  Sind(6) | alid(5) | aku(5) | asse(4)
20	10	10	10	 Corinthians(5) |  Baltic(5) | 喻(5) | 忌(4) | <<"(4)	, (4) | 483(2) |  padding(1) | status(1) | .domain(1)	741(2) | 483(2) | 758(1) | 785(1) | 羊(1)	DEM(9) |  encapsulation(8) |  raj(7) | 拘(7) | Structure(6)
21	10	10	10	蜘蛛(9) | 迷你(8) | 极限(8) | XD(4) | ZK(4)	, (2) | (−(1) |  Wayne(1) | property(1) | +X(1)	, (5) |  Sob(2) | 是真的(1) |  ث(1) |  ط(1)	�(10) |  Duff(10) | 祝愿(10) | bm(8) | 长久(7)
22	10	10	10	 italic(10) | _category(9) |  Decision(8) | 什么时候(6) |  Highland(5)	, (6) | QD(2) |  \\)(1) | iﬁ(1) | axios(1)	哪怕(3) |  remarkable(2) | Ma(1) | Xn(1) | 越来越多的(1)	障(10) | fi(10) | 薄(10) | �(9) | 挺(9)
23	10	10	10	example(8) | 的例子(7) | Paper(5) |  Ideal(4) | За(3)	, (4) | 757(1) | irth(1) | JE(1) | VV(1)	, (11) | 仕(1) | 首次(1) |  Zurich(1) |  Greenland(1)	iaz(10) | mr(9) | 分数(9) |  numbering(9) | /dis(8)
24	10	10	10	_BU(9) | adal(8) |  fixing(6) | _right(5) | _loss(3)	Th(1) | を(1) | 邢(1) | 082(1) | �(1)	高铁(2) | 广西(1) | 蛇(1) |  vel(1) |  compensation(1)	 raj(8) | inale(8) | 老妈(8) |  Personalized(6) | 了好多(6)
25	10	10	10	以为是(4) | 股价(4) | rail(4) |  Slav(4) | 此时的(3)	multicolumn(1) | 而不是(1) |  mechanisms(1) | 研究和(1) |  Mil(1)	, (3) |  (...(1) | 反复(1) | Tc(1) | 次年(1)	 sav(8) |  profile(8) | 扫(8) |  direct(8) |  indirect(6)
26	10	10	10	 Af(5) | 骨骼(4) | 再次(4) | 底盘(3) |  Audit(3)	, (2) | �(2) | HL(1) |  perspectives(1) | {}\\', (1)	�(2) | 性质(1) | 458(1) | 348(1) | ::~(1)	百余(10) | Impact(10) |  stationary(10) | commit(9) |  Montgomery(9)
27	10	10	10	 slippery(7) | 颈椎(6) | 新一轮(5) | 叉(5) |  iOS(3)	 courses(2) |  bez(1) |  Thanks(1) |  interactions(1) | 勉强(1)	臣(1) | blue(1) | 239(1) |  nights(1) |  Dire(1)	antu(6) |  Lef(6) | gele(6) | 678(5) |  Consortium(5)
28	10	10	10	 Barb(8) | 真正(5) | Agg(5) | 自身(5) | agnetic(4)	, (5) | 浮(2) | Att(1) |  Gene(1) |  Otto(1)	, (12) |  Industrial(1) |  expires(1) | gas(1) |  useful(1)	 Background(10) | 系(10) | 用人(9) |  Passive(9) |  Pit(8)
29	10	10	10	 Variations(9) | �(6) | 俞(6) | 刑事(4) | 援(4)	, (4) | ][", (1) |  Dirty(1) | checked(1) |  Marty(1)	, (9) |  timber(2) | 343(1) | }-\\', (1) | \\int(1)	 Mesh(10) |  pc(10) | Mesh(7) |  panic(7) | oule(6)
30	10	10	10	 iOS(5) | .Back(5) |  ल(4) | Ug(4) | 蚂蚁(3)	 commitments(1) | 生产和(1) |  nhất(1) | forum(1) |  Lucas(1)	_reg(2) | _not(2) | -auto(1) | 陪伴(1) | 胎盘(1)	 nested(9) | wal(8) | 区(8) | /open(8) |  Profiles(6)
31	10	10	10	 pipelines(6) |  Many(6) |  latest(5) |  Iron(3) |  many(3)	Original(1) | 依稀(1) | 语文(1) | qc(1) | Feature(1)	, (7) | 最早(1) | 腿(1) | 自治(1) | Grid(1)	 Yates(9) |  Profiles(9) | uin(9) |  Relevant(8) | relevant(7)
32	10	10	10	悲(9) | 某种(8) |  antibody(5) | Vi(5) | �(4)	, (4) | 331(1) |  excellence(1) | Ok(1) | .png(1)	120(1) |  eight(1) |  October(1) | 792(1) | 926(1)	兀(10) | 明显(10) | nature(9) |  nested(7) |  Exactly(6)
33	10	10	10	ー�(8) | Aa(7) | ipple(6) | Seb(6) | Ao(4)	, (3) |  False(1) |  nonzero(1) |  overflow(1) | Enable(1)	Resolver(3) | 78(2) |  Sol(2) |  sol(2) |  solver(2)	 politically(10) | 典型的(10) | 典型(9) | otti(8) |  Banner(7)
34	10	10	10	 Peace(10) | eness(9) | 保守(9) |  Element(9) |  Capt(5)	�(4) | , (3) | Sy(1) | qh(1) |  OB(1)	|_{(1) | 试剂(1) |  ethnic(1) |  Hungarian(1) |  TV(1)	 pinch(10) | relevant(9) |  prosecuted(9) |  rigorously(8) |  Meal(5)
35	10	10	10	蜂蜜(9) |  Something(9) | |[(8) |  overweight(5) |  Equal(4)	, (8) | 宁波(1) | 见表(1) | _csv(1) | 小康(1)	 affects(1) |  Maths(1) |  Ear(1) | Mn(1) |  Another(1)	 Medic(9) | /pr(9) | 代号(8) | med(7) |  repeatedly(6)
36	10	10	10	那人(5) | 液体(2) |  useState(2) |  mountains(2) |  Mountains(2)	[:,(1) | 과(1) | 淘(1) | container(1) | 未来的(1)	不然(1) | 要不然(1) | -St(1) |  basal(1) |  под(1)	utu(7) |  recovered(7) |  intu(7) |  detachment(7) |  reasonably(6)
37	10	10	10	�(10) |  socio(8) |  San(7) | 扛(6) | Vari(6)	, (7) | Regex(1) | Blog(1) | 班级(1) | 思考(1)	, (14) |  Internet(1) |  Christopher(1) | angkan(1) | 晓得(1)	 Pros(10) |  claimed(10) | 顷(8) | vera(8) | 先后(8)
38	10	10	10	 Psychological(4) |  extremely(3) |  pH(3) | Rem(3) | uv(3)	 Flor(1) | 自从(1) |  locale(1) | 用在(1) |  Workshop(1)	, (7) | 割(2) | .cn(1) | 职能(1) | _module(1)	 preferences(9) |  Medic(9) |  Pros(8) |  pros(8) |  intu(6)
39	10	10	10	哇(10) | 口腔(9) |  Jacobson(8) | 精准(6) |  نق(5)	 HO(1) | 吳(1) | 終(1) | 水稻(1) | QB(1)	, (5) | 094(1) | 807(1) | 787(1) | 93(1)	迭(10) |  Meteor(10) |  Medic(9) |  recognizable(7) |  Mou(6)
40	10	10	10	, (14) | Pol(4) | ều(4) | -He(3) |  남(3)	, (6) |  Sy(2) | 中华(1) | 吉祥(1) |  ABC(1)	, (8) | 只好(1) |  notify(1) | 读者(1) |  metadata(1)	‑(7) |  preferences(7) | 性质的(7) |  conceptually(7) |  intuitively(6)
41	10	10	10	 это(9) |  Een(7) | 女士(5) | 526(5) |  Principle(4)	, (7) | 尚(1) | .new(1) | ))/((1) |  Cay(1)	, (5) | 洗涤(1) |  Semiconductor(1) | 并存(1) |  intracellular(1)	 afterward(10) |  scheduling(10) |  Terminology(10) |  metadata(10) |  guarantees(10)
42	10	10	10	 Tamb(8) | 毅(6) |  Pig(6) | tec(5) | EAR(4)	, (3) |  HC(1) | \\(\\', (1) | 一共(1) | 最强(1)	_command(1) | 大唐(1) | ſ(1) | Hg(1) |  Bad(1)	/material(7) | /item(6) | /pm(5) | /client(5) | /how(4)
43	10	10	10	 Medium(9) |  BASIC(9) |  actuator(5) |  Ott(5) | UIC(5)	Queue(1) | Listener(1) |  cubes(1) | 意识到(1) |  quantify(1)	.contains(1) |  remainder(1) | .remove(1) |  generates(1) | 慢性(1)	 ->(10) |  precisely(10) |  -->(10) | Favorite(10) |  favourite(10)
44	10	10	10	, (11) | [[(10) |  {\\', (6) |  [$(4) | (−(3)	潘(1) |  Те(1) | 风水(1) |  Less(1) | PE(1)	, (5) | =None(1) | \\,\\', (1) | 景区(1) | 962(1)	, (49) | ‑(9) |  Sym(7) |  convertion(2) |  sympath(2)
45	12	10	12	人生(7) | [J(6) | fu(4) | 人对(3) | boldsymbol(3)	, (3) | �(2) | 反思(1) |  Thom(1) | /{(1)	, (7) |  Entertainment(1) | kW(1) | nc(1) | ooo(1)	‑(11) |  �(11) | ––(11) | ―(10) |  ―(9)
46	30	10	30	慢性(5) | , (5) | 覃(5) | 薄(4) |  Ath(4)	<｜end▁of▁sentence｜>(2) |  θ(1) | �(1) | 101(1) | 701(1)	588(3) | 411(3) | 354(2) | 378(2) | 562(2)	 nested(30) | ‑(27) | 嵌套(25) |  ->(23) |  realization(21)
47	77	10	77	查明(9) |                           (8) | /$(7) | Month(6) | 发生的(4)	, (9) |  ब(3) |  \\({}^{\\', (1) |  (\\((1) | _w(1)	, (7) | ＋(3) | (-(3) | odd(2) | －(2)	‑(71) | 若是(71) |  —(71) | ———(71) |  ->(70)
48	51	10	51	 bol(6) |  keine(6) | 彻底(5) |  Gibbs(5) | 回到(3)	, (4) | 男性(1) | 红(1) | 勒(1) |  Mars(1)	, (5) | 367(4) | 271(3) | 96(2) | 766(2)	涉及到(51) | \(\(41) | -\(\(41) | , (29) | 陷入了(27)
49	16	11	15	 UFC(11) |  fatto(9) |  Ru(6) |  España(6) |  mmol(6)	, (4) |  disc(3) | �(3) | .sc(2) |  Mitchell(2)	891(2) | Yu(1) |  Try(1) | Ice(1) | 保存(1)	‑(15) |  ->(15) | ––(15) |  �(15) | 必要的(14)
50	18	10	18	妊娠(10) | ④(10) |  val(8) | 252(6) | 要(6)	, (8) |  Frag(1) | QB(1) | RB(1) | fp(1)	353(5) | 352(4) | 618(3) | 362(3) |  Gal(2)	 Short(18) |  short(18) | Short(18) |  ->(18) | 短(18)
51	20	10	20	想像(10) | [u(10) | \\{(8) |  nearby(7) | 月份(4)	, (3) | iﬁ(2) |  °(2) |  socioeconomic(1) |  все(1)	�(5) | _lock(3) | ²(2) | ,L(1) |  :“(1)	‑(20) |  —(20) | 那几个(20) | -mi(18) | 一点儿(16)
52	10	10	10	, (9) | 580(4) | 686(3) | subscript�(2) | 熔(2)	�(2) |  validate(2) |  (!(1) | .annotation(1) | endgroup(1)	, (9) | Den(1) | en", (1) | 所有(1) | 清除(1)	‑(7) |  built(6) | uilt(6) |  pick(6) |  coming(6)
53	20	10	20	 đi(6) |  kh(5) |  لم(4) | 229(3) |  ç(2)	َ(2) | 就(1) |  اس(1) | 又(1) |  pol(1)	类似的(2) | �(2) | 各类(2) |  cont(1) | 控(1)	, (57) |  sk(15) | ‑(12) | ),
(9) | 或者说(7)
54	33	10	33	ennial(8) | ()[(6) |  phenotypic(6) | 看向(5) | {equation(3)	430(1) |  ADMIN(1) | 袖(1) | xh(1) |  диа(1)	362(4) | 450(2) | 523(2) | 912(2) | 482(2)	‑(33) |  cyclic(33) |  analytic(33) | -cycle(33) | 一會兒(23)
55	11	10	11	ynch(9) | \\{(8) |  fil(8) | IQ(7) |  foreground(5)	�(3) |  cant(1) | Tool(1) |  aw(1) |  gonna(1)	, (6) | 922(1) | 552(1) | aph(1) | 522(1)	, (39) | ‑(11) |  ->(11) | sit(4) |  sits(4)
56	15	10	15	 بر(7) |  foreign(6) | 泻(6) |  ess(4) |  التي(4)	�(4) |  Sar(1) |  Nit(1) | 褒(1) | \\mathrm(1)	Network(1) | 娱乐(1) | Split(1) |  Andre(1) | MF(1)	 logarithmic(15) |  Logarithm(15) | 肿(15) |  exponent(14) |  \\(|(10)
57	11	10	11	, (13) | #", (5) | _{-(4) | 的很(2) | 說是(2)	地震(1) | 伍(1) |  через(1) | ）；(1) |  tunnels(1)	, (15) |  ख(1) |  extending(1) |  cos(1) |  ע(1)	‑(11) |  ->(11) | ->(11) |  Short(11) |  short(10)
58	17	15	13	Для(8) | 互联网(7) | (System(7) | 法兰(5) | ार(5)	�(6) |  Sy(5) | nr(5) | 含(5) | 中级(4)	, (7) | /news(2) | /bash(2) | ssh(2) |  quasi(1)	‑(12) |  ->(11) |  conversions(11) |  compact(10) | ->(10)
59	12	10	12	Modal(8) |  classic(7) | 资质(5) | country(4) |  Stand(4)	)</(1) | 352(1) | 诱(1) | 372(1) |  Lamb(1)	, (7) |  >=(1) |  garbage(1) |  latter(1) | -rich(1)	 **[(12) |  ✅(12) | syn(12) | ⁿ(12) | 在我们的(10)
60	21	12	19	opathic(6) | 329(3) | ovic(3) |  Iowa(3) | 稳住(3)	832(2) | 一丝(2) | 怎么(2) |  login(2) | 翡翠(2)	718(4) | 焊接(3) | 血液(2) | _RE(2) |  éc(2)	 **[(19) |  **(19) |  (**(19) |  **((19) | **[(19)
